Common Name,Systematic Name
ERG25,YGR060W
ADE6,YGR061C
COX18,YGR062C
SPT4,YGR063C
YGR064W,YGR064W
VHT1,YGR065C
YGR066C,YGR066C
YGR067C,YGR067C
ART5,YGR068C
YGR068W-A,YGR068W-A
YGR069W,YGR069W
ROM1,YGR070W
ENV11,YGR071C
UPF3,YGR072W
YGR073C,YGR073C
SMD1,YGR074W
PRP38,YGR075C
MRPL25,YGR076C
PEX8,YGR077C
PAC10,YGR078C
YGR079W,YGR079W
TWF1,YGR080W
SLX9,YGR081C
TOM20,YGR082W
GCD2,YGR083C
MRP13,YGR084C
RPL11b,YGR085C
PIL1,YGR086C
PDC6,YGR087C
CTT1,YGR088W
NNF2,YGR089W
UTP22,YGR090W
PRP31,YGR091W
DBF2,YGR092W
YGR093W,YGR093W
VAS1,YGR094W
RRP46,YGR095C
TPC1,YGR096W
ASK10,YGR097W
ESP1,YGR098C
TEL2,YGR099W
MDR1,YGR100W
PCP1,YGR101W
GTF1,YGR102C
NOP7,YGR103W
SRB5,YGR104C
VMA21,YGR105W
VOA1,YGR106C
YGR107W,YGR107W
CLB1,YGR108W
CLB6,YGR109C
YGR109W-A,YGR109W-A
YGR109W-B,YGR109W-B
CLD1,YGR110W
YGR111W,YGR111W
SHY1,YGR112W
DAM1,YGR113W
YGR114C,YGR114C
YGR115C,YGR115C
SPT6,YGR116W
YGR117C,YGR117C
RPS23a,YGR118W
NUP57,YGR119C
COG2,YGR120C
MEP1,YGR121C
YGR121W-A,YGR121W-A
YGR122C-A,YGR122C-A
YGR122W,YGR122W
PPT1,YGR123C
ASN2,YGR124W
YGR125W,YGR125W
YGR126W,YGR126W
YGR127W,YGR127W
UTP8,YGR128C
SYF2,YGR129W
YGR130C,YGR130C
FHN1,YGR131W
PHB1,YGR132C
PEX4,YGR133W
CAF130,YGR134W
PRE9,YGR135W
LSB1,YGR136W
YGR137W,YGR137W
TPO2,YGR138C
YGR139W,YGR139W
CBF2,YGR140W
VPS62,YGR141W
BTN2,YGR142W
SKN1,YGR143W
THI4,YGR144W
ENP2,YGR145W
ECL1,YGR146C
YGR146C-A,YGR146C-A
NAT2,YGR147C
RPL24b,YGR148C
YGR149W,YGR149W
CCM1,YGR150C
YGR151C,YGR151C
RSR1,YGR152C
YGR153W,YGR153W
GTO1,YGR154C
CYS4,YGR155W
PTI1,YGR156W
CHO2,YGR157W
MTR3,YGR158C
NSR1,YGR159C
YGR160W,YGR160W
RTS3,YGR161C
YGR161C-C,YGR161C-C
YGR161C-D,YGR161C-D
YGR161W-A,YGR161W-A
YGR161W-B,YGR161W-B
YGR161W-C,YGR161W-C
TIF4631,YGR162W
GTR2,YGR163W
YGR164W,YGR164W
MRPS35,YGR165W
TRS65,YGR166W
CLC1,YGR167W
YGR168C,YGR168C
PUS6,YGR169C
YGR169C-A,YGR169C-A
PSD2,YGR170W
MSM1,YGR171C
YIP1,YGR172C
RBG2,YGR173W
CBP4,YGR174C
YGR174W-A,YGR174W-A
ERG1,YGR175C
YGR176W,YGR176W
ATF2,YGR177C
PBP1,YGR178C
OKP1,YGR179C
RNR4,YGR180C
TIM13,YGR181W
YGR182C,YGR182C
QCR9,YGR183C
UBR1,YGR184C
TYS1,YGR185C
TFG1,YGR186W
HGH1,YGR187C
BUB1,YGR188C
CRH1,YGR189C
YGR190C,YGR190C
HIP1,YGR191W
TDH3,YGR192C
PDX1,YGR193C
XKS1,YGR194C
SKI6,YGR195W
FYV8,YGR196C
SNG1,YGR197C
YPP1,YGR198W
PMT6,YGR199W
ELP2,YGR200C
YGR201C,YGR201C
PCT1,YGR202C
YCH1,YGR203W
YGR204C-A,YGR204C-A
ADE3,YGR204W
TDA10,YGR205W
MVB12,YGR206W
CIR1,YGR207C
SER2,YGR208W
TRX2,YGR209C
YGR210C,YGR210C
ZPR1,YGR211W
SLI1,YGR212W
RTA1,YGR213C
RPS0a,YGR214W
RSM27,YGR215W
GPI1,YGR216C
CCH1,YGR217W
CRM1,YGR218W
YGR219W,YGR219W
MRPL9,YGR220C
TOS2,YGR221C
PET54,YGR222W
HSV2,YGR223C
AZR1,YGR224W
AMA1,YGR225W
YGR226C,YGR226C
DIE2,YGR227W
YGR228W,YGR228W
SMI1,YGR229C
BNS1,YGR230W
PHB2,YGR231C
NAS6,YGR232W
PHO81,YGR233C
YHB1,YGR234W
MOS2,YGR235C
SPG1,YGR236C
YGR237C,YGR237C
KEL2,YGR238C
PEX21,YGR239C
PFK1,YGR240C
YGR240C-A,YGR240C-A
YAP1802,YGR241C
YGR242W,YGR242W
FMP43,YGR243W
LSC2,YGR244C
SDA1,YGR245C
BRF1,YGR246C
CPD1,YGR247W
SOL4,YGR248W
MGA1,YGR249W
YGR250C,YGR250C
NOP19,YGR251W
GCN5,YGR252W
PUP2,YGR253C
ENO1,YGR254W
COQ6,YGR255C
GND2,YGR256W
MTM1,YGR257C
RAD2,YGR258C
YGR259C,YGR259C
TNA1,YGR260W
APL6,YGR261C
BUD32,YGR262C
SAY1,YGR263C
MES1,YGR264C
YGR265W,YGR265W
YGR266W,YGR266W
FOL2,YGR267C
HUA1,YGR268C
YGR269W,YGR269W
YGR270C-A,YGR270C-A
YTA7,YGR270W
EFG1,YGR271C-A
SLH1,YGR271W
YGR273C,YGR273C
TAF1,YGR274C
RTT102,YGR275W
RNH70,YGR276C
CAB4,YGR277C
CWC22,YGR278W
SCW4,YGR279C
PXR1,YGR280C
YOR1,YGR281W
BGL2,YGR282C
YGR283C,YGR283C
ERV29,YGR284C
ZUO1,YGR285C
BIO2,YGR286C
IMA1,YGR287C
MAL13,YGR288W
MAL11,YGR289C
YGR290W,YGR290W
YGR291C,YGR291C
MAL12,YGR292W
YGR293C,YGR293C
PAU12,YGR294W
COS6,YGR295C
YGR296C-A,YGR296C-A
YGR296C-B,YGR296C-B
YRF1-3,YGR296W
RPL14b,YHL001W
YHL002C-A,YHL002C-A
HSE1,YHL002W
LAG1,YHL003C
MRP4,YHL004W
YHL005C,YHL005C
SHU1,YHL006C
YHL006W-A,YHL006W-A
STE20,YHL007C
YHL008C,YHL008C
YAP3,YHL009C
YHL009W-A,YHL009W-A
YHL009W-B,YHL009W-B
ETP1,YHL010C
PRS3,YHL011C
YHL012W,YHL012W
OTU2,YHL013C
YLF2,YHL014C
RPS20,YHL015W
YHL015W-A,YHL015W-A
DUR3,YHL016C
YHL017W,YHL017W
YHL018W,YHL018W
APM2,YHL019C
YHL019W-A,YHL019W-A
OPI1,YHL020C
AIM17,YHL021C
SPO11,YHL022C
NPR3,YHL023C
RIM4,YHL024W
SNF6,YHL025W
YHL026C,YHL026C
RIM101,YHL027W
WSC4,YHL028W
OCA5,YHL029C
ECM29,YHL030W
YHL030W-A,YHL030W-A
GOS1,YHL031C
GUT1,YHL032C
RPL8a,YHL033C
SBP1,YHL034C
YHL034W-A,YHL034W-A
VMR1,YHL035C
MUP3,YHL036W
YHL037C,YHL037C
CBP2,YHL038C
EFM1,YHL039W
ARN1,YHL040C
YHL041W,YHL041W
YHL042W,YHL042W
ECM34,YHL043W
YHL044W,YHL044W
YHL045W,YHL045W
PAU13,YHL046C
YHL046W-A,YHL046W-A
ARN2,YHL047C
YHL048C-A,YHL048C-A
COS8,YHL048W
YHL049C,YHL049C
YHL050C,YHL050C
YHL050W-A,YHL050W-A
OSH7,YHR001W
QCR10,YHR001W-A
LEU5,YHR002W
TCD1,YHR003C
NEM1,YHR004C
GPA1,YHR005C
TIM10,YHR005C-A
STP2,YHR006W
ERG11,YHR007C
YHR007C-A,YHR007C-A
SOD2,YHR008C
TDA3,YHR009C
RPL27a,YHR010W
DIA4,YHR011W
VPS29,YHR012W
ARD1,YHR013C
SPO13,YHR014W
MIP6,YHR015W
YSC84,YHR016C
YSC83,YHR017W
ARG4,YHR018C
DED81,YHR019C
YHR020W,YHR020W
RPS27b,YHR021C
ECM12,YHR021W-A
YHR022C,YHR022C
YHR022C-A,YHR022C-A
MYO1,YHR023W
MAS2,YHR024C
THR1,YHR025W
VMA16,YHR026W
RPN1,YHR027C
DAP2,YHR028C
YHR028W-A,YHR028W-A
YHI9,YHR029C
SLT2,YHR030C
RRM3,YHR031C
YHR032C-A,YHR032C-A
ERC1,YHR032W
YHR032W-A,YHR032W-A
YHR033W,YHR033W
PIH1,YHR034C
YHR035W,YHR035W
BRL1,YHR036W
PUT2,YHR037W
RRF1,YHR038W
MSC7,YHR039C
VMA10,YHR039C-A
BCD1,YHR040W
SRB2,YHR041C
NCP1,YHR042W
DOG2,YHR043C
DOG1,YHR044C
YHR045W,YHR045W
INM1,YHR046C
AAP1,YHR047C
YHK8,YHR048W
YHR049C-A,YHR049C-A
FSH1,YHR049W
SMF2,YHR050W
YHR050W-A,YHR050W-A
COX6,YHR051W
CIC1,YHR052W
YHR052W-A,YHR052W-A
CUP1-1,YHR053C
YHR054C,YHR054C
YHR054W-A,YHR054W-A
CUP1-2,YHR055C
RSC30,YHR056C
YHR056W-A,YHR056W-A
CPR2,YHR057C
MED6,YHR058C
FYV4,YHR059W
VMA22,YHR060W
GIC1,YHR061C
RPP1,YHR062C
PAN5,YHR063C
YHR063W-A,YHR063W-A
SSZ1,YHR064C
RRP3,YHR065C
SSF1,YHR066W
HTD2,YHR067W
DYS1,YHR068W
RRP4,YHR069C
YHR069C-A,YHR069C-A
YHR070C-A,YHR070C-A
TRM5,YHR070W
YHR071C-A,YHR071C-A
PCL5,YHR071W
ERG7,YHR072W
NOP10,YHR072W-A
YHR073C-B,YHR073C-B
OSH3,YHR073W
YHR073W-A,YHR073W-A
QNS1,YHR074W
PPE1,YHR075C
PTC7,YHR076W
NMD2,YHR077C
YHR078W,YHR078W
IRE1,YHR079C
SAE3,YHR079C-A
YHR080C,YHR080C
LRP1,YHR081W
KSP1,YHR082C
SAM35,YHR083W
STE12,YHR084W
IPI1,YHR085W
NAM8,YHR086W
YHR086W-A,YHR086W-A
RTC3,YHR087W
RPF1,YHR088W
GAR1,YHR089C
YNG2,YHR090C
MSR1,YHR091C
HXT4,YHR092C
AHT1,YHR093W
HXT1,YHR094C
YHR095W,YHR095W
HXT5,YHR096C
YHR097C,YHR097C
SFB3,YHR098C
TRA1,YHR099W
GEP4,YHR100C
BIG1,YHR101C
KIC1,YHR102W
SBE22,YHR103W
GRE3,YHR104W
YPT35,YHR105W
TRR2,YHR106W
CDC12,YHR107C
GGA2,YHR108W
CTM1,YHR109W
ERP5,YHR110W
UBA4,YHR111W
YHR112C,YHR112C
APE4,YHR113W
BZZ1,YHR114W
DMA1,YHR115C
COX23,YHR116W
TOM71,YHR117W
ORC6,YHR118C
SET1,YHR119W
MSH1,YHR120W
LSM12,YHR121W
CIA2,YHR122W
EPT1,YHR123W
NDT80,YHR124W
YHR125W,YHR125W
ANS1,YHR126C
YHR127W,YHR127W
FUR1,YHR128W
ARP1,YHR129C
YHR130C,YHR130C
YHR131C,YHR131C
YHR131W-A,YHR131W-A
ECM14,YHR132C
IGO2,YHR132W-A
NSG1,YHR133C
WSS1,YHR134W
YCK1,YHR135C
SPL2,YHR136C
YHR137C-A,YHR137C-A
ARO9,YHR137W
YHR138C,YHR138C
SPS100,YHR139C
YHR139C-A,YHR139C-A
YHR140W,YHR140W
RPL42b,YHR141C
CHS7,YHR142W
DSE2,YHR143W
RPC10,YHR143W-A
DCD1,YHR144C
YHR145C,YHR145C
CRP1,YHR146W
MRPL6,YHR147C
IMP3,YHR148W
SKG6,YHR149C
PEX28,YHR150W
MTC6,YHR151C
SPO12,YHR152W
SPO16,YHR153C
RTT107,YHR154W
YSP1,YHR155W
LIN1,YHR156C
REC104,YHR157W
KEL1,YHR158C
TDA11,YHR159W
PEX18,YHR160C
YAP1801,YHR161C
MPC2,YHR162W
SOL3,YHR163W
DNA2,YHR164C
PRP8,YHR165C
YHR165W-A,YHR165W-A
CDC23,YHR166C
THP2,YHR167W
MTG2,YHR168W
DBP8,YHR169W
NMD3,YHR170W
ATG7,YHR171W
SPC97,YHR172W
YHR173C,YHR173C
ENO2,YHR174W
CTR2,YHR175W
YHR175W-A,YHR175W-A
FMO1,YHR176W
YHR177W,YHR177W
STB5,YHR178W
OYE2,YHR179W
YHR180C-B,YHR180C-B
YHR180W,YHR180W
YHR180W-A,YHR180W-A
SVP26,YHR181W
YHR182C-A,YHR182C-A
YHR182W,YHR182W
GND1,YHR183W
SSP1,YHR184W
PFS1,YHR185C
KOG1,YHR186C
IKI1,YHR187W
GPI16,YHR188C
PTH1,YHR189W
ERG9,YHR190W
CTF8,YHR191C
LNP1,YHR192W
EGD2,YHR193C
YHR193C-A,YHR193C-A
MDM31,YHR194W
NVJ1,YHR195W
UTP9,YHR196W
RIX1,YHR197W
AIM18,YHR198C
AIM46,YHR199C
NBL1,YHR199C-A
RPN10,YHR200W
PPX1,YHR201C
YHR202W,YHR202W
RPS4b,YHR203C
MNL1,YHR204W
SCH9,YHR205W
SKN7,YHR206W
SET5,YHR207C
BAT1,YHR208W
CRG1,YHR209W
YHR210C,YHR210C
FLO5,YHR211W
YHR212C,YHR212C
YHR212W-A,YHR212W-A
YHR213W,YHR213W
YHR213W-A,YHR213W-A
YHR213W-B,YHR213W-B
YHR214C-B,YHR214C-B
YHR214C-C,YHR214C-C
YHR214C-D,YHR214C-D
YHR214C-E,YHR214C-E
YHR214W,YHR214W
YHR214W-A,YHR214W-A
PHO12,YHR215W
IMD2,YHR216W
YHR217C,YHR217C
YHR218W,YHR218W
YHR218W-A,YHR218W-A
YHR219C-A,YHR219C-A
YHR219W,YHR219W
YIL001W,YIL001W
INP51,YIL002C
YIL002W-A,YIL002W-A
CFD1,YIL003W
BET1,YIL004C
EPS1,YIL005W
YIA6,YIL006W
NAS2,YIL007C
URM1,YIL008W
EST3,YIL009C-A
FAA3,YIL009W
DOT5,YIL010W
TIR3,YIL011W
YIL012W,YIL012W
PDR11,YIL013C
YIL014C-A,YIL014C-A
MNT3,YIL014W
BAR1,YIL015W
SNL1,YIL016W
VID28,YIL017C
RPL2b,YIL018W
FAF1,YIL019W
HIS6,YIL020C
YIL020C-A,YIL020C-A
YIL021C-A,YIL021C-A
RPB3,YIL021W
TIM44,YIL022W
YKE4,YIL023C
YIL024C,YIL024C
YIL025C,YIL025C
IRR1,YIL026C
EMC5,YIL027C
YIL028W,YIL028W
YIL029C,YIL029C
YIL029W-A,YIL029W-A
SSM4,YIL030C
YIL030W-A,YIL030W-A
ULP2,YIL031W
YIL032C,YIL032C
BCY1,YIL033C
CAP2,YIL034C
CKA1,YIL035C
CST6,YIL036W
PRM2,YIL037C
NOT3,YIL038C
TED1,YIL039W
APQ12,YIL040W
GVP36,YIL041W
PKP1,YIL042C
CBR1,YIL043C
AGE2,YIL044C
PIG2,YIL045W
MET30,YIL046W
YIL046W-A,YIL046W-A
SYG1,YIL047C
YIL047C-A,YIL047C-A
NEO1,YIL048W
DFG10,YIL049W
PCL7,YIL050W
MMF1,YIL051C
RPL34b,YIL052C
RHR2,YIL053W
YIL054W,YIL054W
YIL055C,YIL055C
VHR1,YIL056W
RGI2,YIL057C
YIL058W,YIL058W
YIL059C,YIL059C
YIL060W,YIL060W
SNP1,YIL061C
ARC15,YIL062C
YRB2,YIL063C
SEE1,YIL064W
FIS1,YIL065C
RNR3,YIL066C
YIL066W-A,YIL066W-A
YIL067C,YIL067C
SEC6,YIL068C
YIL068W-A,YIL068W-A
RPS24b,YIL069C
MAM33,YIL070C
PCI8,YIL071C
YIL071W-A,YIL071W-A
HOP1,YIL072W
SPO22,YIL073C
SER33,YIL074C
RPN2,YIL075C
SEC28,YIL076W
YIL077C,YIL077C
THS1,YIL078W
AIR1,YIL079C
YIL082W,YIL082W
YIL082W-A,YIL082W-A
CAB2,YIL083C
SDS3,YIL084C
KTR7,YIL085C
YIL086C,YIL086C
AIM19,YIL087C
AVT7,YIL088C
YIL089W,YIL089W
ICE2,YIL090W
UTP25,YIL091C
YIL092W,YIL092W
RSM25,YIL093C
LYS12,YIL094C
PRK1,YIL095W
YIL096C,YIL096C
FYV10,YIL097W
FMC1,YIL098C
SGA1,YIL099W
YIL100C-A,YIL100C-A
YIL100W,YIL100W
XBP1,YIL101C
YIL102C,YIL102C
YIL102C-A,YIL102C-A
DPH1,YIL103W
SHQ1,YIL104C
SLM1,YIL105C
YIL105W-A,YIL105W-A
MOB1,YIL106W
PFK26,YIL107C
YIL108W,YIL108W
SEC24,YIL109C
HPM1,YIL110W
COX5b,YIL111W
HOS4,YIL112W
SDP1,YIL113W
POR2,YIL114C
NUP159,YIL115C
YIL115W-A,YIL115W-A
HIS5,YIL116W
PRM5,YIL117C
RHO3,YIL118W
RPI1,YIL119C
QDR1,YIL120W
QDR2,YIL121W
POG1,YIL122W
SIM1,YIL123W
AYR1,YIL124W
KGD1,YIL125W
STH1,YIL126W
RRT14,YIL127C
MET18,YIL128W
TAO3,YIL129C
ASG1,YIL130W
FKH1,YIL131C
CSM2,YIL132C
RPL16a,YIL133C
YIL134C-A,YIL134C-A
FLX1,YIL134W
VHS2,YIL135C
OM45,YIL136W
TMA108,YIL137C
TPM2,YIL138C
REV7,YIL139C
AXL2,YIL140W
YIL141W,YIL141W
YIL142C-A,YIL142C-A
CCT2,YIL142W
SSL2,YIL143C
TID3,YIL144W
PAN6,YIL145C
ATG32,YIL146C
SLN1,YIL147C
RPL40a,YIL148W
MLP2,YIL149C
MCM10,YIL150C
YIL151C,YIL151C
YIL152W,YIL152W
RRD1,YIL153W
IMP2',YIL154C
GUT2,YIL155C
UBP7,YIL156W
YIL156W-A,YIL156W-A
YIL156W-B,YIL156W-B
COA1,YIL157C
AIM20,YIL158W
BNR1,YIL159W
POT1,YIL160C
YIL161W,YIL161W
SUC2,YIL162W
YIL163C,YIL163C
NIT1,YIL164C
YIL165C,YIL165C
YIL166C,YIL166C
YIL169C,YIL169C
HXT12,YIL170W
YIL171W,YIL171W
YIL171W-A,YIL171W-A
IMA3,YIL172C
VTH1,YIL173W
YIL174W,YIL174W
YIL175W,YIL175W
PAU14,YIL176C
YIL177C,YIL177C
YIL177W-A,YIL177W-A
SGN1,YIR001C
MPH1,YIR002C
AIM21,YIR003W
DJP1,YIR004W
IST3,YIR005W
PAN1,YIR006C
YIR007W,YIR007W
PRI1,YIR008C
MSL1,YIR009W
DSN1,YIR010W
STS1,YIR011C
SQT1,YIR012W
GAT4,YIR013C
YIR014W,YIR014W
RPR2,YIR015W
YIR016W,YIR016W
MET28,YIR017C
YIR017W-A,YIR017W-A
YIR018C-A,YIR018C-A
YAP5,YIR018W
FLO11,YIR019C
YIR020C,YIR020C
YIR020C-B,YIR020C-B
YIR020W-A,YIR020W-A
MRS1,YIR021W
YIR021W-A,YIR021W-A
SEC11,YIR022W
YIR023C-A,YIR023C-A
DAL81,YIR023W
YIR024C,YIR024C
MND2,YIR025W
YVH1,YIR026C
DAL1,YIR027C
DAL4,YIR028W
DAL2,YIR029W
DCG1,YIR030C
YIR030W-A,YIR030W-A
DAL7,YIR031C
DAL3,YIR032C
MGA2,YIR033W
LYS1,YIR034C
YIR035C,YIR035C
IRC24,YIR036C
YIR036W-A,YIR036W-A
HYR1,YIR037W
GTT1,YIR038C
YPS6,YIR039C
YIR040C,YIR040C
PAU15,YIR041W
YIR042C,YIR042C
PRE3,YJL001W
OST1,YJL002C
COX16,YJL003W
SYS1,YJL004C
CYR1,YJL005W
CTK2,YJL006C
YJL007C,YJL007C
CCT8,YJL008C
YJL009W,YJL009W
NOP9,YJL010C
RPC17,YJL011C
VTC4,YJL012C
MAD3,YJL013C
CCT3,YJL014W
YJL015C,YJL015C
YJL016W,YJL016W
MPS3,YJL019W
BBC1,YJL020C
YJL020W-A,YJL020W-A
YJL022W,YJL022W
PET130,YJL023C
APS3,YJL024C
RRN7,YJL025W
YJL026C-A,YJL026C-A
RNR2,YJL026W
YJL027C,YJL027C
YJL028W,YJL028W
VPS53,YJL029C
MAD2,YJL030W
BET4,YJL031C
YJL032W,YJL032W
HCA4,YJL033W
KAR2,YJL034W
TAD2,YJL035C
SNX4,YJL036W
IRC18,YJL037W
LOH1,YJL038C
NUP192,YJL039C
NSP1,YJL041W
MHP1,YJL042W
YJL043W,YJL043W
GYP6,YJL044C
YJL045W,YJL045W
AIM22,YJL046W
RTT101,YJL047C
YJL047C-A,YJL047C-A
UBX6,YJL048C
YJL049W,YJL049W
MTR4,YJL050W
IRC8,YJL051W
YJL052C-A,YJL052C-A
TDH1,YJL052W
PEP8,YJL053W
TIM54,YJL054W
YJL055W,YJL055W
ZAP1,YJL056C
IKS1,YJL057C
BIT61,YJL058C
YHC3,YJL059W
BNA3,YJL060W
NUP82,YJL061W
LAS21,YJL062W
COA3,YJL062W-A
MRPL8,YJL063C
YJL064W,YJL064W
DLS1,YJL065C
MPM1,YJL066C
YJL067W,YJL067W
YJL068C,YJL068C
UTP18,YJL069C
YJL070C,YJL070C
ARG2,YJL071W
PSF2,YJL072C
JEM1,YJL073W
SMC3,YJL074C
YJL075C,YJL075C
NET1,YJL076W
ICS3,YJL077C
YJL077W-A,YJL077W-A
YJL077W-B,YJL077W-B
PRY3,YJL078C
PRY1,YJL079C
SCP160,YJL080C
ARP4,YJL081C
IML2,YJL082W
TAX4,YJL083W
ALY2,YJL084C
EXO70,YJL085W
YJL086C,YJL086C
TRL1,YJL087C
ARG3,YJL088W
SIP4,YJL089W
DPB11,YJL090C
GWT1,YJL091C
SRS2,YJL092W
TOK1,YJL093C
KHA1,YJL094C
BCK1,YJL095W
MRPL49,YJL096W
PHS1,YJL097W
SAP185,YJL098W
CHS6,YJL099W
LSB6,YJL100W
GSH1,YJL101C
MEF2,YJL102W
GSM1,YJL103C
PAM16,YJL104W
SET4,YJL105W
IME2,YJL106W
YJL107C,YJL107C
PRM10,YJL108C
UTP10,YJL109C
GZF3,YJL110C
CCT7,YJL111W
MDV1,YJL112W
YJL113W,YJL113W
YJL114W,YJL114W
ASF1,YJL115W
NCA3,YJL116C
PHO86,YJL117W
YJL118W,YJL118W
YJL119C,YJL119C
YJL120W,YJL120W
RPE1,YJL121C
ALB1,YJL122W
MTC1,YJL123C
LSM1,YJL124C
GCD14,YJL125C
NIT2,YJL126W
SPT10,YJL127C
YJL127C-B,YJL127C-B
YJL127W-A,YJL127W-A
PBS2,YJL128C
TRK1,YJL129C
URA2,YJL130C
AIM23,YJL131C
YJL132W,YJL132W
YJL133C-A,YJL133C-A
MRS3,YJL133W
LCB3,YJL134W
YJL135W,YJL135W
RPS21b,YJL136C
YJL136W-A,YJL136W-A
GLG2,YJL137C
TIF2,YJL138C
YUR1,YJL139C
RPB4,YJL140W
YAK1,YJL141C
YJL142C,YJL142C
TIM17,YJL143W
YJL144W,YJL144W
SFH5,YJL145W
IDS2,YJL146W
YJL147C,YJL147C
RPA34,YJL148W
DAS1,YJL149W
YJL150W,YJL150W
SNA3,YJL151C
YJL152W,YJL152W
INO1,YJL153C
VPS35,YJL154C
FBP26,YJL155C
SSY5,YJL156C
YJL156W-A,YJL156W-A
FAR1,YJL157C
CIS3,YJL158C
HSP150,YJL159W
YJL160C,YJL160C
FMP33,YJL161W
JJJ2,YJL162C
YJL163C,YJL163C
TPK1,YJL164C
HAL5,YJL165C
QCR8,YJL166W
ERG20,YJL167W
SET2,YJL168C
YJL169W,YJL169W
ASG7,YJL170C
YJL171C,YJL171C
CPS1,YJL172W
RFA3,YJL173C
KRE9,YJL174W
YJL175W,YJL175W
SWI3,YJL176C
RPL17b,YJL177W
ATG27,YJL178C
PFD1,YJL179W
ATP12,YJL180C
YJL181W,YJL181W
YJL182C,YJL182C
MNN11,YJL183W
GON7,YJL184W
ATG36,YJL185C
MNN5,YJL186W
SWE1,YJL187C
BUD19,YJL188C
RPL39,YJL189W
RPS22a,YJL190C
RPS14b,YJL191W
SOP4,YJL192C
YJL193W,YJL193W
CDC6,YJL194W
YJL195C,YJL195C
ELO1,YJL196C
YJL197C-A,YJL197C-A
UBP12,YJL197W
PHO90,YJL198W
YJL199C,YJL199C
ACO2,YJL200C
ECM25,YJL201W
YJL202C,YJL202C
PRP21,YJL203W
RCY1,YJL204C
NCE101,YJL205C
YJL206C,YJL206C
LAA1,YJL207C
NUC1,YJL208C
CBP1,YJL209W
PEX2,YJL210W
YJL211C,YJL211C
OPT1,YJL212C
YJL213W,YJL213W
HXT8,YJL214W
YJL215C,YJL215C
IMA5,YJL216C
REE1,YJL217W
YJL218W,YJL218W
HXT9,YJL219W
YJL220W,YJL220W
IMA4,YJL221C
VTH2,YJL222W
YJL222W-A,YJL222W-A
YJL222W-B,YJL222W-B
PAU1,YJL223C
YJL225C,YJL225C
YJL225W-A,YJL225W-A
AVT1,YJR001W
MPP10,YJR002W
YJR003C,YJR003C
SAG1,YJR004C
YJR005C-A,YJR005C-A
APL1,YJR005W
POL31,YJR006W
SUI2,YJR007W
MHO1,YJR008W
TDH2,YJR009C
SPC1,YJR010C-A
MET3,YJR010W
YJR011C,YJR011C
YJR012C,YJR012C
GPI14,YJR013W
TMA22,YJR014W
YJR015W,YJR015W
ILV3,YJR016C
ESS1,YJR017C
YJR018W,YJR018W
TES1,YJR019C
YJR020W,YJR020W
REC107,YJR021C
LSM8,YJR022W
YJR023C,YJR023C
MDE1,YJR024C
BNA1,YJR025C
YJR026W,YJR026W
YJR027W,YJR027W
YJR028W,YJR028W
YJR029W,YJR029W
YJR030C,YJR030C
GEA1,YJR031C
CPR7,YJR032W
RAV1,YJR033C
PET191,YJR034W
RAD26,YJR035W
HUL4,YJR036C
YJR037W,YJR037W
YJR038C,YJR038C
YJR039W,YJR039W
GEF1,YJR040W
URB2,YJR041C
NUP85,YJR042W
POL32,YJR043C
VPS55,YJR044C
SSC1,YJR045C
TAH11,YJR046W
ANB1,YJR047C
CYC1,YJR048W
UTR1,YJR049C
ISY1,YJR050W
OSM1,YJR051W
RAD7,YJR052W
BFA1,YJR053W
KCH1,YJR054W
HIT1,YJR055W
YJR056C,YJR056C
CDC8,YJR057W
APS2,YJR058C
PTK2,YJR059W
CBF1,YJR060W
YJR061W,YJR061W
NTA1,YJR062C
RPA12,YJR063W
CCT5,YJR064W
ARP3,YJR065C
TOR1,YJR066W
YAE1,YJR067C
RFC2,YJR068W
HAM1,YJR069C
LIA1,YJR070C
YJR071W,YJR071W
NPA3,YJR072C
OPI3,YJR073C
MOG1,YJR074W
HOC1,YJR075W
CDC11,YJR076C
MIR1,YJR077C
BNA2,YJR078W
YJR079W,YJR079W
AIM24,YJR080C
EAF6,YJR082C
ACF4,YJR083C
CSN12,YJR084W
YJR085C,YJR085C
STE18,YJR086W
YJR087W,YJR087W
EMC2,YJR088C
BIR1,YJR089W
GRR1,YJR090C
JSN1,YJR091C
BUD4,YJR092W
FIP1,YJR093C
IME1,YJR094C
RPL43b,YJR094W-A
SFC1,YJR095W
YJR096W,YJR096W
JJJ3,YJR097W
YJR098C,YJR098C
YUH1,YJR099W
AIM25,YJR100C
RSM26,YJR101W
VPS25,YJR102C
URA8,YJR103W
SOD1,YJR104C
ADO1,YJR105W
ECM27,YJR106W
YJR107W,YJR107W
ABM1,YJR108W
CPA2,YJR109C
YMR1,YJR110W
YJR111C,YJR111C
NNF1,YJR112W
YJR112W-A,YJR112W-A
RSM7,YJR113C
YJR114W,YJR114W
YJR115W,YJR115W
TDA4,YJR116W
STE24,YJR117W
ILM1,YJR118C
JHD2,YJR119C
YJR120W,YJR120W
ATP2,YJR121W
IBA57,YJR122W
RPS5,YJR123W
YJR124C,YJR124C
ENT3,YJR125C
VPS70,YJR126C
RSF2,YJR127C
YJR128W,YJR128W
YJR129C,YJR129C
STR2,YJR130C
MNS1,YJR131W
NMD5,YJR132W
XPT1,YJR133W
SGM1,YJR134C
MCM22,YJR135C
TIM8,YJR135W-A
TTI2,YJR136C
